Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34995785,12/12/2016 11:32:53 PM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34996570,12/12/2016 11:32:53 PM,,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34995053,12/12/2016 11:32:25 PM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,367 METROPOLITAN AVENUE,METROPOLITAN AVENUE,HAVEMEYER STREET,HAVEMEYER STREET,,,ADDRESS,BROOKLYN,,Precinct,Assigned,12/13/2016 07:32:25 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 01:18:02 AM,01 BROOKLYN,BROOKLYN,996509,199444,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71409595736412,-73.95577915302523,"(40.71409595736412, -73.95577915302523)"
34989302,12/12/2016 11:32:14 PM,,DOT,Department of Transportation,Curb Condition,Defacement,Curb,10463,5782 BROADWAY,BROADWAY,WEST 236 STREET,WEST 237 STREET,,,ADDRESS,BRONX,,N/A,Open,01/11/2017 11:32:14 PM,The Department of Transportation requires 30 days to respond to this type of complaint. Please note your Service Request number for future reference.,,08 BRONX,BRONX,1011548,261345,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.883963536797246,-73.90127863579853,"(40.883963536797246, -73.90127863579853)"
34989757,12/12/2016 11:32:13 PM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,,,,,ARDEN STREET,SHERMAN AVENUE,INTERSECTION,NEW YORK,,Precinct,Assigned,12/13/2016 07:32:13 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 12:43:46 AM,12 MANHATTAN,MANHATTAN,1004230,253673,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8629258638539,-73.92776655089192,"(40.8629258638539, -73.92776655089192)"
34996096,12/12/2016 11:32:08 PM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10458,261 EAST 202 STREET,EAST 202 STREET,VALENTINE AVENUE,BRIGGS AVENUE,,,ADDRESS,BRONX,,Precinct,Open,12/13/2016 07:32:08 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,07 BRONX,BRONX,1016141,257280,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87279097816121,-73.88468773284526,"(40.87279097816121, -73.88468773284526)"
34996200,12/12/2016 11:31:55 PM,,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11378,58-25 69 PLACE,69 PLACE,LONG ISLAND EXPRESSWAY,58 ROAD,,,ADDRESS,MASPETH,,Precinct,Assigned,12/13/2016 07:31:55 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/12/2016 11:50:30 PM,05 QUEENS,QUEENS,1013858,203266,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7245453709111,-73.89318081419047,"(40.7245453709111, -73.89318081419047)"
34993101,12/12/2016 11:31:51 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10467,3200 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,12/12/2016 12:00:00 AM,07 BRONX,BRONX,1018688,257704,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.87394515668582,-73.87547605975855,"(40.87394515668582, -73.87547605975855)"
34995266,12/12/2016 11:31:48 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220,4713 5 AVENUE,5 AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,12/12/2016 12:00:00 AM,07 BROOKLYN,BROOKLYN,981836,174869,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64665132696848,-74.00869901408973,"(40.64665132696848, -74.00869901408973)"
34996496,12/12/2016 11:31:35 PM,12/13/2016 02:31:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11104,47-53 39 STREET,39 STREET,47 AVENUE,48 AVENUE,,,ADDRESS,SUNNYSIDE,,Precinct,Closed,12/13/2016 07:31:35 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/13/2016 01:10:27 AM,02 QUEENS,QUEENS,1004534,209144,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74070532555692,-73.92680202626099,"(40.74070532555692, -73.92680202626099)"
34990181,12/12/2016 11:30:36 PM,12/13/2016 01:18:01 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11214,1617 78 STREET,78 STREET,16 AVENUE,NEW UTRECHT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/13/2016 07:30:36 AM,The Police Department issued a summons in response to the complaint.,12/13/2016 01:18:01 AM,11 BROOKLYN,BROOKLYN,983692,163061,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.614241172619,-74.00200981488611,"(40.614241172619, -74.00200981488611)"
34990109,12/12/2016 11:30:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10038,140 NASSAU STREET,NASSAU STREET,BEEKMAN ST,PRINTING HOUSE SQ,,,ADDRESS,NEW YORK,,N/A,Open,,,,01 MANHATTAN,MANHATTAN,982491,198425,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71130736335332,-74.00634482522617,"(40.71130736335332, -74.00634482522617)"
34990877,12/12/2016 11:30:00 PM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10022,301 EAST 50 STREET,EAST 50 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Assigned,12/13/2016 07:30:00 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 12:22:19 AM,06 MANHATTAN,MANHATTAN,993071,214248,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75473338358056,-73.96816134686507,"(40.75473338358056, -73.96816134686507)"
34993804,12/12/2016 11:30:00 PM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,AVE J,21 ST E,INTERSECTION,,,N/A,Open,,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34995277,12/12/2016 11:29:57 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11203,875 RUTLAND ROAD,RUTLAND ROAD,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,17 BROOKLYN,BROOKLYN,1003522,179977,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.660651027919364,-73.93053744800436,"(40.660651027919364, -73.93053744800436)"
34988874,12/12/2016 11:29:55 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,73 ST PAULS PLACE,ST PAULS PLACE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,12/12/2016 12:00:00 AM,14 BROOKLYN,BROOKLYN,994461,176803,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65195417953405,-73.96320103747608,"(40.65195417953405, -73.96320103747608)"
34988424,12/12/2016 11:29:36 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,1490 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,12/12/2016 12:00:00 AM,03 BRONX,BRONX,1013455,243351,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.834569343522226,-73.89446050915083,"(40.834569343522226, -73.89446050915083)"
34991419,12/12/2016 11:29:27 PM,,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10028,,,,,EAST   81 STREET,2 AVENUE,INTERSECTION,NEW YORK,,N/A,Open,12/22/2016 11:29:27 PM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,08 MANHATTAN,MANHATTAN,996965,221508,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77465546404273,-73.95409255249892,"(40.77465546404273, -73.95409255249892)"
34989223,12/12/2016 11:29:16 PM,12/13/2016 01:10:28 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1237 BERGEN STREET,BERGEN STREET,BROOKLYN AVENUE,KINGSTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/13/2016 07:29:16 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/13/2016 01:10:28 AM,08 BROOKLYN,BROOKLYN,999842,185483,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67577101243905,-73.94378862519535,"(40.67577101243905, -73.94378862519535)"
34992824,12/12/2016 11:29:10 PM,,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11212,70 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,BUFFALO AVENUE,RUTLAND ROAD,,,ADDRESS,BROOKLYN,,Precinct,Assigned,12/13/2016 07:29:10 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 12:35:11 AM,17 BROOKLYN,BROOKLYN,1005287,181469,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66474221896361,-73.92417116218715,"(40.66474221896361, -73.92417116218715)"
34989790,12/12/2016 11:28:54 PM,12/13/2016 01:43:47 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,,,,,SUYDAM STREET,ST NICHOLAS AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,12/13/2016 07:28:54 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/13/2016 01:43:47 AM,04 BROOKLYN,BROOKLYN,1006548,196613,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70630593173905,-73.91957571461724,"(40.70630593173905, -73.91957571461724)"
34995975,12/12/2016 11:28:18 PM,12/13/2016 02:44:19 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,61-24 MENAHAN STREET,MENAHAN STREET,61 STREET,FRESH POND ROAD,,,ADDRESS,RIDGEWOOD,,Precinct,Closed,12/13/2016 07:28:18 AM,The Police Department issued a summons in response to the complaint.,12/12/2016 11:38:52 PM,05 QUEENS,QUEENS,1011861,198364,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71109702516867,-73.90040565429364,"(40.71109702516867, -73.90040565429364)"
34988807,12/12/2016 11:28:13 PM,12/13/2016 02:37:59 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10011,111 8 AVENUE,8 AVENUE,WEST 15 STREET,WEST 16 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,12/13/2016 07:28:13 AM,The Police Department responded to the complaint and determined that police action was not necessary.,12/13/2016 01:28:50 AM,04 MANHATTAN,MANHATTAN,983739,209135,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74070386940381,-74.00184402284624,"(40.74070386940381, -74.00184402284624)"
34995103,12/12/2016 11:28:00 PM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,AVE U,21 ST E,INTERSECTION,,,N/A,Open,,,,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
34992261,12/12/2016 11:27:06 PM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11203,,,,,EAST   58 STREET,REMSEN AVENUE,INTERSECTION,BROOKLYN,,Precinct,Assigned,12/13/2016 07:27:06 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 12:36:13 AM,17 BROOKLYN,BROOKLYN,1005646,178073,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65542009038085,-73.92288790659337,"(40.65542009038085, -73.92288790659337)"
34992384,12/12/2016 11:27:00 PM,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11436,142-15 123 AVENUE,123 AVENUE,142 ST,142 PL,,,ADDRESS,Jamaica,,N/A,Open,,,,12 QUEENS,QUEENS,1040175,185163,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.674729765490106,-73.79838541457728,"(40.674729765490106, -73.79838541457728)"
34988396,12/12/2016 11:26:57 PM,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10458,2312 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,06 BRONX,BRONX,1016473,249729,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85206457523707,-73.8835235848313,"(40.85206457523707, -73.8835235848313)"
34994757,12/12/2016 11:26:57 PM,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10458,2312 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,06 BRONX,BRONX,1016473,249729,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85206457523707,-73.8835235848313,"(40.85206457523707, -73.8835235848313)"
34994549,12/12/2016 11:26:22 PM,,DOT,Department of Transportation,Curb Condition,Defacement,Curb,10463,5782 BROADWAY,BROADWAY,WEST 236 STREET,WEST 237 STREET,,,ADDRESS,BRONX,,N/A,Open,01/11/2017 11:26:22 PM,The Department of Transportation requires 30 days to respond to this type of complaint. Please note your Service Request number for future reference.,,08 BRONX,BRONX,1011548,261345,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.883963536797246,-73.90127863579853,"(40.883963536797246, -73.90127863579853)"
34991843,12/12/2016 11:26:00 PM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11237,,,,,MYRTLE AVENUE,HARMAN STREET,INTERSECTION,BROOKLYN,,N/A,Open,,,,04 BROOKLYN,BROOKLYN,1006397,193813,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6986209708889,-73.9201295483643,"(40.6986209708889, -73.9201295483643)"
34995397,12/12/2016 11:25:37 PM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11367,147TH STREET,147TH STREET,,,,,LATLONG,FLUSHING,,Precinct,Assigned,12/13/2016 07:25:37 AM,Your complaint has been received by the Police Department and additional information will be available later.,12/13/2016 12:22:18 AM,08 QUEENS,QUEENS,1035156,201868,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.720611282898396,-73.81635304224552,"(40.720611282898396, -73.81635304224552)"
34988475,12/12/2016 11:25:35 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10460,1490 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,03 BRONX,BRONX,1013455,243351,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.834569343522226,-73.89446050915083,"(40.834569343522226, -73.89446050915083)"
34991259,12/12/2016 11:25:27 PM,12/13/2016 01:20:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,820 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,LONGWOOD AVENUE,INTERVALE AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,12/13/2016 07:25:27 AM,The Police Department responded to the complaint and took action to fix the condition.,12/13/2016 01:20:10 AM,02 BRONX,BRONX,1013109,236865,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.816768268943875,-73.89573876215138,"(40.816768268943875, -73.89573876215138)"
34988663,12/12/2016 11:24:53 PM,12/12/2016 11:44:09 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,901 DREW STREET,DREW STREET,LORING AVENUE,STANLEY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,12/13/2016 07:24:53 AM,The Police Department reviewed your complaint and provided additional information below.,12/12/2016 11:44:10 PM,05 BROOKLYN,BROOKLYN,1022995,182430,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66732016416573,-73.86033641913865,"(40.66732016416573, -73.86033641913865)"
34989106,12/12/2016 11:24:35 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34989432,12/12/2016 11:24:35 PM,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34990066,12/12/2016 11:24:35 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34991194,12/12/2016 11:24:35 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34995430,12/12/2016 11:24:35 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34989976,12/12/2016 11:24:34 PM,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34990209,12/12/2016 11:24:34 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
34992269,12/12/2016 11:24:34 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10019,446 WEST   58 STREET,WEST   58 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12/12/2016 12:00:00 AM,04 MANHATTAN,MANHATTAN,987966,219503,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76916062655122,-73.98658450706913,"(40.76916062655122, -73.98658450706913)"
