name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Astor Servs for Children and Families,Astor Day Treatment Program,4330 Byron Avenue,,Bronx,10466,718-324-7526,http://www.astorservices.org/,40.895746,-73.853926,,,1,1,1,,,,,,,1,,,,1,,,
Family Center,LeeKong Hlth and Wellness Institute,493 Nostrand Avenue,3rd Floor,Brooklyn,11216,718-230-1379x187,http://www.thefamilycenter.org,40.6806221,-73.9494714,,,1,1,,1,,,,,,1,1,,,1,,,
New Alternatives for Children Inc,NAC Mental Health Clinic,37 West 26th Street,6th Floor,New York,10010,212-696-1550,http://www.NacKidsCan.org,40.744626,-73.990409,,,,1,,,,,,1,,1,1,1,1,1,,,
Bridging Access to Care Inc,Bridge to Recovery,260 Broadway,4th Floor,Brooklyn,11213,347-505-5120,http://www.batf.net,40.708693,-73.95957,,1,1,1,1,1,,,,1,,,1,1,1,1,,,
New York Service Network OP,,198 Foster Avenue,Suites C and D,Brooklyn,11230,718-666-1009,http://www.newyorkservicenetworkinc.com,40.627824,-73.975389,,,1,1,1,1,,1,1,,1,,1,1,1,1,1,,
Community Counseling Mediation Service,Alcohol and Substance Abuse Program,810 Classon Avenue,,Brooklyn,11238,718-230-5100-120,http://www.ccmnyc.org,40.6727935,-73.9610626,,,1,1,,1,,,,,,1,1,1,,1,,,
Phoenix House,Career Academy,50 Jay Street,,Brooklyn,11201,718-222-6600-8554,http://www.phoenixhouse.org,40.7033443963429,-73.9866376557616,1,,,1,,1,,,,,,,1,1,,1,,,1
Staten Island University Hospital,(SIUH) South Site Clinic,392 Seguine Avenue,Lower Level,Staten Island,10309,718-226-2274,http://www.siuh.edu,40.516429,-74.197306,,,1,1,,1,,,,1,,,1,1,1,,,,
Kings County Hospital Center,Chemical Dependency Inpatient Detox,410 Winthrop Street,Building R Ward R2 East,Brooklyn,11203,(718) 245-2635,http://www.nyc.gov/html/hhc/html/home/home.shtml,40.6573152,-73.9465676,1,,1,1,,1,1,1,1,,,,1,1,,1,1,1,
Montefiore Medical Center,Wellness Center at Port Morris OTP,804 East 138th Street,,Bronx,10454,718-665-7500,http://montefiore.org,40.803387,-73.91041,1,,,1,,,,,1,1,,,1,1,,,,,
Beth Israel Medical Center,MMTP Clinic 6/7,1825 Park Avenue,2nd Floor,New York,10035,212-774-3260,http://www.wehealny.org,40.805075,-73.938805,,,1,1,1,1,,,1,,,,1,1,1,,,,
Child Center of New York,Woodside Clinic,6714 41st Avenue,,Woodside,11377,718-458-4243x205,http://www.childcenterny.org,40.7442769,-73.897211,,,,1,,1,,,,,,1,1,,,1,,,
Lower Eastside Service Center,Unit I,46 East Broadway,Ground Floor,New York,10002,212-343-3533,http://www.lesc.org,40.713885,-73.995887,1,,1,1,,,,,,,,,,1,,,,,
NYC/HHC Kings County Hospital Center,KCHC Child/Adolescent Psych IP Servs,451 Clarkson Avenue,Building R,Brooklyn,11203,718-245-2304,,40.656571,-73.946224,,,1,1,,1,,,,,,1,1,1,1,1,,1,1
SBH Behavioral Health,,2021 Grand Concourse,Suite 710,Bronx,10453,718-960-3348,http://www.fordhamtremont.org/,40.8520082,-73.9045507,,,1,1,,1,,,,,,1,1,1,1,1,,,
Samaritan Daytop Village Inc OTP 2,,250 Grand Concourse,1st Floor,Bronx,10451,718-292-4455x2478,,40.813341,-73.9293405,1,,,1,,,,,,,,,1,1,,,,,
NYU Lutheran Medical Center,,150 55th Street,,Brooklyn,11220,718-630-7000,http://www.lutheranhealthcare.org,40.6467581,-74.0215371,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,
Greenwich House Inc,Chemical Dependency Program,122 West 27th Street,6th Floor,New York,10001,212-691-2900-273,http://www.greenwichhouse.org,40.745659,-73.99235,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
Create Inc,Medically Supervised Outpt Trt Ctr,73-75 Lenox Avenue,Suite 75,New York,10026,212-663-1596,http://www.createinc.org,40.800618,-73.950813,1,,1,1,,1,,,1,,1,1,1,1,,1,,,
MIH Experience LTD,MYHOPE 2020,4580 Broadway,,New York,10040,212-928-2020,,40.8599767,-73.9308364,,,1,1,,1,1,1,,,,,1,1,,1,1,,
Osborne Treatment Services Inc,Outpt Trt Services El Rio Program,809 Westchester Avenue,,Bronx,10455,718-707-2600,http://www.osborneny.org,40.819252,-73.902936,1,,,1,,1,1,,1,1,1,1,1,1,1,,,,
Kings County Hospital Center,Adult Psych,451 Clarkson Avenue,,Brooklyn,11203,718-245-5619,http://www.nyc.gov/kchc,40.6567192,-73.9461696,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,1
Greenwich House Inc,Greenwich House Childrens Safety Proj,27 Barrow Street,2nd Floor,New York,10014,212-242-4140-237,http://www.greenwichhouse.org,40.732377,-74.003152,,1,1,1,1,1,,,,,,1,1,,1,,,,
Beth Israel Medical Center,BI Med Center Child Outpatient Dept,10 Nathan D Perlman Place,,New York,10003,212-420-2400,,40.732895,-73.983328,,,,1,,1,1,,,1,,1,,,,1,,,
New York Psychotherapy Counseling Ctr,Bushwick Child/Family MH Center,102 Pilling Street,,Brooklyn,11207,718-602-1000,http://www.nypcc.org,40.684796,-73.906384,,,1,1,,,1,,,,,1,1,1,1,1,,,
Greenwich House Inc,Senior Citizens Hlth/Consultation Ctr,27 Barrow Street,,New York,10014,212-242-1762,http://www.greenwichhouse.org,40.732377,-74.003152,,,1,1,,1,1,1,,,,,,,1,,1,,
BASICS Esperanza PROS,,915 Westchester Avenue,1st Floor,Bronx,10459,646-224-9300x6303,http://www.acacianetwork.org/behavioral-health/,40.8215397,-73.8983901,,,1,1,,1,,,,,,,1,1,1,1,,,
VIP Community Services,Medically Supervised Outpatient Prog,1910 Arthur Avenue,4th Floor,Bronx,10457,718-583-5315,http://www.vipservices.org,40.845465,-73.892994,1,,1,1,,,1,1,1,1,1,,1,1,,1,1,,
Pibly Residential Programs Inc,Rosebud Residence,514 Concord Avenue,,Bronx,10455,718-292-3514-801,,40.81206,-73.908226,,,1,1,1,,,,,,,,,1,1,,,,1
FEDCAP Rehabilitation Services Inc,FEDCAP Behavioral Health Services,1011 Washington Avenue,,Bronx,10456,718-585-4205,http://www.fedcap.org,40.8264352,-73.9098463,,,1,1,,1,,,,,,,1,1,1,1,,,
South Brooklyn Medical Admin Services,MMTP Clinic,685 3rd Avenue,,Brooklyn,11232,718-788-2594,,40.663848,-73.997094,1,,,1,,,,,,,,,1,1,,,,,
Staten Island University Hospital,Key Extended Entry Program,392 Seguine Avenue,,Staten Island,10309,718-226-2807,http://www.siuh.edu,40.516429,-74.197306,1,,,1,,,,,,,,,1,1,,,,,
Staten Island University Hospital,Methadone Maintenance Treatment Prog,392 Seguine Avenue,,Staten Island,10309,718-226-2808,http://www.siuh.edu,40.516429,-74.197306,1,,,1,,,,,1,,,,1,1,,,,,
Beth Israel Medical Center,MMTP Clinic 8,132 West 125th Street,6th Floor,New York,10027,212-636-4865,http://www.wehealny.org/services/bi_mmtp/index.html,40.808262,-73.947241,1,,,1,1,1,,,,,,,1,1,1,,,,
Steinway Child and Family Services Inc,Martin DePorres Clinic,8-13 Astoria Boulevard,2nd Floor,Astoria,11102,718-389-5100x126,http://steinway.org.,40.7727467,-73.9318405,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Catholic Charities Neighborhood,Services Glendale Mental Health Clinic,6729 Myrtle Avenue,,Ridgewood,11385,718-456-7001,http://ccbq.org,40.701783,-73.88539,,,1,1,,1,,,,,,1,1,1,1,1,,,
Saint Barnabas Hospital,Inpatient Detox,4422 3rd Avenue,,Bronx,10457,718-960-6636,http://www.stbarnabashospital.org/,40.807749,-73.929633,1,,1,1,,1,1,1,,1,,,1,1,,1,1,1,
Henry Street Settlement,Community Consultation Center,40 Montgomery Street,,New York,10002,212-233-5032,http://www.henrystreet.org/,40.712823,-73.98504,,,1,1,,1,,,,1,,1,1,1,1,1,,,
RevCore Recovery Center/Manhattan OP 1,,37-20 74th Street,3rd and 4th Floors,Jackson Heights,11372,718-426-6222,,40.7483131,-73.8919369,1,,,1,,,,,,,1,,1,1,,,,,
Staten Island Mental Hlth Society Inc,,669 Castleton Avenue,,Staten Island,10301,718-442-2225,,40.635238,-74.103808,1,1,,1,1,1,1,,,,,1,1,1,,1,,,
NYC/HHC North Central Bronx Hospital,Partial Hospitalization Program,3424 Kossuth Avenue,11th Floor,Bronx,10467,718-519-2439,,40.880649,-73.881286,,,1,1,,1,1,,,1,,,1,1,1,1,,1,
Bleuler Psychotherapy Center Inc,,104-70 Queens Boulevard,,Forest Hills,11375,718-275-6010,,40.722963,-73.848364,1,1,1,1,1,1,,,,,,1,1,1,1,,,,
Interfaith Medical Center Inc,Behavioral Hlth Prog for Adults (BHP),1038 Broadway,,Brooklyn,11221,718-613-6210,http://inferfaithmedical.org,40.695264,-73.932714,,1,1,1,1,1,,,,,1,,1,1,1,,,,
Palladia Inc,Esperanza Transitional Shelter CR,170-172 East 107th Street,,New York,10029,212-722-7507,http://www.palladiainc.org,40.792242,-73.944771,1,,,1,,,,,,,,,1,1,,,,,1
SVWSJMC,Harvey Tompkins Residence,1150 Castleton Avenue,,Staten Island,10310,718-876-2810,http://www.stvincentswestchester.org,40.633943,-74.120811,,,1,1,,1,,,,1,,,,1,1,,,1,1
South Brooklyn Medical Admin Services,South Brooklyn Med Servs/MMTP Clinic,685 3rd Avenue,,Brooklyn,11232,718-788-2594x117,,40.6639104,-73.9971944,1,,,1,,,,,,,,,1,1,,,,,
Kings County Hospital Center,Wellness and Recovery Center OTP,591 Kingston Avenue,,Brooklyn,11203,718-245-2623,http://www.nyc.gov/html/hhc/kchc/html/home/home.shtml,40.6592133,-73.9412557,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Upper Manhattan MH Center Inc,Adult Outpatient Clinic,1727 Amsterdam Avenue,,New York,10031,212-694-9200-426,http://bowencsc.org,40.825576,-73.947159,,,1,1,,1,,,,,,1,1,1,1,1,,,
Interborough Developmental and,Consultation Ctr/Crown Heights Clinic,921 East New York Avenue,,Brooklyn,11203,718-778-0485,http://www.interborough.org,40.662654,-73.933181,,1,1,1,1,1,,,,,1,1,1,1,1,1,,,
Samuel Field YM and YWHA,Communit Advisory Prog for the Elderly,59-28 Little Neck Parkway,,Little Neck,11362,718-224-0566,http://www.sfy.org,40.76029,-73.723105,,,1,1,,1,,,,,,,,1,1,1,,,
Saint Johns Episcopal Hospital,,327 Beach 19th Street,,Far Rockaway,11691,718-869-7248,http://www.ehs.org/,40.598001,-73.752973,,1,1,1,,1,,,,,,1,1,1,1,1,,1,
Paul J Cooper Center for Human Servs,Drug Abuse Outpt Rehab Clinic,510 Gates Avenue,2nd Floor,Brooklyn,11216,718-346-5900-210,http://www.pauljcooper.org,40.686542,-73.945431,1,,1,1,,,,,1,1,1,,1,1,1,1,1,,
VIP Mens Residence IR,,764 East 176th Steet,,Bronx,10460,718-542-8770,http://www.vipservices.org,40.8424075,-73.8903719,,,,1,,1,,,,,,,1,1,,1,,,1
Wellness Center Next Steps South OP,,260 East 161st Street,B Level,Bronx,10451,718-993-3397,,40.8254821,-73.9189897,1,,,1,,1,,,,,,,1,1,,1,,,
Realization Center Inc/Licensed Outpt,Addictions Treatment Program,19 Union Square West,7th Floor,New York,10003,212-627-9600,http://www.realizationcenternyc.com,40.736119,-73.989441,1,1,,1,,1,1,1,,,,1,,1,,,1,,
Program for Anxiety/Traumatic Stress,Weill Cornell Medical College,425 East 61st Street,,New York,10065,212-821-0783,http://www.patss.com,40.7605736,-73.9592115,,,1,,,1,,1,,,,,1,1,1,,1,,
Child Center of NY Inc,South Jamaica Clinic,115-15 Sutphin Boulevard,,Jamaica,11434,718-659-4000-0,http://www.childcenterny.org/,40.684485,-73.79228,1,,,1,1,1,,,,,1,1,1,1,,,,,
Postgraduate Center for MH Inc,PROS,1775 Grand Concourse Street,Floor 8,Bronx,10453,212-560-6757,http://www.pgcmh.org,40.851587,-73.915407,1,1,1,1,,,,,,,,,1,1,1,,,,
Staten Island University Hospital,OTP,111 Water Street,,Staten Island,10304,(718) 448-3976,,40.627198,-74.077789,1,,,1,,,,,,1,,,1,1,,,,,
Anchor House Inc,,976 Park Place,,Brooklyn,11213,718-756-8673,http://www.AnchorHouse.com,40.672888,-73.945254,1,,1,1,,1,,,,1,1,,1,1,,,,,1
Samaritan/Daytop Village,,500 8th Avenue,3rd Floor,New York,10018,212-904-1500,http://www.samaritandaytopvillage.org,40.7529737,-73.9925333,,,1,1,,1,,,,,1,1,,1,,1,,,
Brookdale Hospital Medical Center,CMHC Adult Clinic,1 Brookdale Plaza,12th Floor,Brooklyn,11212,718-240-5644,,40.654277,-73.912414,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,
Odyssey House Inc,Manor Adults,219 East 121st Street,,New York,10035,212-987-5120,http://www.Odysseyhouseinc.org,40.800883,-73.936481,,,,1,,,,,,,,,1,1,1,,,,1
Montefiore Medical Center SATP  UNIT 1,,3550 Jerome Avenue,,Bronx,10467,718-920-4067x4940,http://www.montefiore.org,40.8840071,-73.8798805,1,,,1,,1,,,1,1,,,1,1,,,,,
Ryan/NENA,,279 East 3rd Street,,New York,10009,212-477-8500,http://www.ryancenter.org/home.htm,40.721652,-73.979985,,,1,1,,1,,,,,,1,1,1,1,,,,
NY Pychotherapy and Counseling Ctr,Bronx Child and Family MH Center,579 Courtlandt Avenue,,Bronx,10451,718-485-2100,http://www.nypcc.org,40.8174089,-73.9193663,,,1,1,,,1,,,,,1,1,1,1,1,,,
Manhattan Psychiatric Center,Psychiatric Inpatient Unit,Wards Island Complex,,New York,10035,646-672-6000,https://www.omh.ny.gov/omhweb/facilities/nyccc/,40.794065,-73.9271644,,,1,1,,1,1,1,,1,,,1,1,1,1,1,1,1
Staten Island University Hospital,Outpt Methadone Treatment Program,567 East 105th Street,,Brooklyn,11236,718-307-3000,,40.650828,-73.898395,1,,,1,,1,1,,,,,,1,1,,,,,
Turning Point Brooklyn Inc OP,,5220 Fourth Avenue,,Brooklyn,11220,718-360-8100,http://www.tpbk.org,40.645135,-74.014412,1,,,1,,1,,,,,,,1,1,,1,,,
RevCore Recovery Ctr of Manhattan/OP,,598 Broadway,2nd Floor,New York,10012,212-966-9537,,40.7250239,-73.996792,1,,,1,,,,,,,,,1,1,,,,,
Creedmoor Addiction Treatment Center,Addiction Inpatient Rehab Program,80-45 Winchester Boulevard,Building 19-CBU-15,Queens Village,11427,718-264-3740,http://www.oasas.ny.gov/atc/creedmoor/index.cfm,40.741499,-73.730402,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,1
Exodus Transitional Community Inc,,2271 3rd Avenue,,New York,10035,917-492-0990,http://www.etcny.org,40.802643,-73.936339,1,,1,1,,,,,,,,,1,1,,1,,,
NY Psychiatric Institute,Wash Heights Comm Servs Audubon Clinic,513 West 166th Street,4th Floor,New York,10032,212-928-8300,http://nyspi.org/nyspi/patients-and-families/audubon-clinic,40.839285,-73.938641,,,1,1,,1,,,,,,,1,1,1,1,,,
Creedmoor Psychiatric Center,Seaview Manor On Site Clinic,210 Beach 47th Street,,Far Rockaway,11691,718-471-4400,,40.593156,-73.777769,,,1,1,,1,,,,,,,1,1,1,,,,
Services for the Underserved/Palladia,Starhill IR,1600 Macombs Road,,Bronx,10452,718-299-3300x3603,http://www.palladiainc.org,40.8460124,-73.9165402,1,,,,,,1,,,,,,1,1,,,,,1
Samaritan Daytop Village Inc IR,Drug Residential Treatment Program,327 West 43rd Street,,New York,10036,212-333-5445x2566,http://www.samaritanvillage.org,40.7581771549998,-73.9900527503466,,,1,1,,1,1,1,,1,1,,1,1,,1,1,,1
Institute for Family Health,Center for Counseling of Harlem,1824 Madison Avenue,2nd Floor,New York,10035,212-423-4200,http://www.institute.org,40.8018509,-73.9437621,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Jewish Board of Family/Childrens Servs,Harry Blumenfeld Counseling/Pelham,750 Astor Avenue,,Bronx,10467,718-882-5000-220,,40.859307,-73.865273,,1,1,1,1,1,,,,,1,1,1,1,1,,,,
Camelot of Staten Island Inc OP,,263 Port Richmond Avenue,,Staten Island,10302,718-981-8117,http://www.camelotcounseling.com,40.634883,-74.135406,1,,,1,,1,1,1,,1,,1,,1,,1,1,,
Bridge Back to Life Center Inc,,1688 Victory Boulevard,,Staten Island,10314,718-447-5700,http://www.bridgebacktolife.com,40.6132302955284,-74.1200927219545,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
Bridge Back to Life Center Inc,,175 Remsen Street,10th Floor Suite 1010,Brooklyn,11201,718-852-5552,http://www.bridgebacktolife.com,40.693404,-73.991547,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,,
Bridge Back to Life Center Inc,,3044 Coney Island Avenue,3rd Floor,Brooklyn,11235,718-265-4200-113,http://www.bridgebacktolife.com,40.582129,-73.96032,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Exponents Inc,Outpatient Drug Abuse Clinic,2 Washington Street,4th Floor,New York,10004,212-243-3434,http://www.exponents.org,40.70566,-74.015563,1,,,1,1,,,,,1,1,,1,1,1,,,,
JBFCS,Dr Eugene D Glynn/Manhattan North Cnty,5030 Broadway,Suite 201,New York,10034,212-795-9888,,40.868961,-73.916703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Transitional Services for New York Inc,Phase I Supervised Residence,8045 Winchester Boulevard,Building 20,Queens Village,11427,718-464-3772,http://www.tsiny.org,40.737278,-73.732404,,,1,1,,,,,,,,,1,1,1,,,,1
Harlem East Life Plan (HELP),Outpatient Clinic,2367-69 2nd Avenue,3rd Floor,New York,10035,212-876-2300,http://www.harlemeastlifeplan.com,40.800589,-73.9355046,1,,,1,,,,,,,,,1,1,,,,,
Bronx/Lebanon Hospital Center,Outpatient 2,401 East 167th Street,2nd Floor,Bronx,10456,718-579-7385,,40.830711,-73.910307,,,1,1,1,1,,,,,,,1,1,1,1,,,
Metropolitan Hospital Center/MMD,,1900 2nd Avenue,Floor 6,New York,10029,212-423-6645,http://www.nychhc.org,40.7854095,-73.9458363,1,,1,1,,1,,,,,,,1,1,,1,,1,
Mount Siani/Beth Israel OTP,Cumberland Clinic,100 Flatbush Avenue,,Brooklyn,11217,718-237-9600,http://www.mmtp.org,40.685631,-73.9789065,1,,1,1,,1,,,,1,1,,1,1,,,,,
Project Renewal,CD/OP Crisis 50 Med Super,8 East 3rd Street,,New York,10003,212-533-8400,,40.725833,-73.991007,1,,1,1,1,,,,,,,,1,1,1,1,,,1
Odyssey House Inc,Lafayette Program,1264 Lafayette Avenue,,Bronx,10459,718-378-8671,http://www.OdysseyHouseinc.org,40.816356,-73.888475,,,1,1,1,1,,,,,,1,1,1,1,,,,1
Institute for Community Living,Lawton Street Residence,25 Lawton Street,,Brooklyn,11221,718-919-3900x29001,http://Iclinc.net,40.6954792,-73.9305615,,,,,,1,,,,,,,1,1,1,,,,1
North Central Bronx Hospital,,3424 Kossuth Avenue,,Bronx,10467,718-519-3440,,40.8806844,-73.8811683,,,1,1,,1,1,,,1,,1,1,1,1,1,,1,
AAA Health Inc,Chemical Dependency Outpatient Program,1090 Coney Island Avenue,2nd Floor,Brooklyn,11230,(718) 421-2101,,40.630992,-73.966579,1,,,1,,1,,,,,,1,1,1,,,,,
AHRC Healthcare Inc,Outpatient Chemical Dependency Program,83 Maiden Lane,6th Floor,New York,10038,212-780-2747,http://www.accesschc.org,40.707546,-74.007344,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,,,
NYC/HHC Jacobi Medical Center,Outpatient Psychiatric Services,1400 Pelham Parkway South,,Bronx,10461,718-918-3462,http://www.nyc.gov/html/hhc/jacobi/html/services/behavioral.shtml,40.854072,-73.8469,,,1,1,,,1,1,,1,,,1,1,1,,1,,
Kadimah Pros,,6023 Fort Hamilton Parkway,,Brooklyn,11219,7186863400,,40.632725,-74.006063,,,1,1,,,,,,,,,1,1,1,,,,
Kingsboro Psychiatric Center,,681 Clarkson Avenue,,Brooklyn,11203,718-221-7395,http://www.omh.ny.gov/omhweb/facilities/kbpc,40.656205,-73.937408,,,1,1,,1,,,,,,,1,1,1,,,1,1
Project Renewal,Medically Monitored Crisis Service,8 East 3rd Street,4th Floor,New York,10003,212-533-8400-138,http://www.projectrenewal.org,40.725923,-73.990742,1,,1,1,1,,,,,,,,1,1,1,,,,1
Institute for Family Health,,16 East 16th Street,,New York,10003,212-633-0800,http://www.institute2000.org,40.736891,-73.991688,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,
Kings County Hospital Center,Chemical Dependency/CTOPS,451 Clarkson Avenue,R Building 2nd Floor,Brooklyn,11203,718-245-4879,http://www.nyc.gov/html/hhc/kchc/html/home/home.shtml,40.656571,-73.9462238,1,,1,1,,,1,1,1,1,1,,1,1,,,1,,
NYC/HHC Metropolitan Hospital Center,Metropolitan Hosp Adult Mental HC,1900 2nd Avenue,,New York,10029,212-423-6645,,40.78541,-73.945836,,,1,1,,1,,,,,,,1,1,1,1,,1,
Lenox Hill Hospital,Behavioral Health,100 East 77th Street,8Uris,New York,10075,212-434-2000,http://www.lenoxhillhospital.org/,40.773881,-73.960774,,1,1,1,1,1,,,,,,1,1,1,1,1,,1,
ICL Inc,Halsey House,1225 Halsey Street,,Brooklyn,11237,718-386-9224,http://www.iclinc.net,40.693699,-73.907745,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1
South Beach Psych Ctr/Coney Island,Sheepshead Bay Clinic,532 Neptune Avenue,2nd Floor,Brooklyn,11224,718-946-2600,,40.579657,-73.9743,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,
Hudson Guild Counseling Service,,441 West 26th Street,,New York,10001,212-760-9822,http://hudsonguild.org/programs/mental-health-services/,40.749552,-74.0022443,,,1,1,,1,,,,,,1,1,1,1,1,,,
Manhattan Psychiatric Center,125th Street Clinic,163 West 125th Street,,New York,10027,212-961-8700,,40.809123,-73.947238,,,1,1,,1,,,,,,,1,1,1,1,,,
United Bronx Parents Inc (UBP),La Casita 1/Mother and Child Program,834 East 156th Street,,Bronx,10455,718-292-9808,http://www.ubpinc.org,40.817327,-73.9034,1,,1,1,,1,,,1,1,1,,1,1,,,,,1
Riverdale Mental Health Association,CD Outpatient,5676 Riverdale Avenue,,Bronx,10471,718-796-5300,http://www.rmha.org,40.9063728,-73.9038372,1,,1,1,,,,,,,,,1,1,,,,,
Samaritan Daytop Village Inc IR,Residential Drug Free Program,1381 Dr Martin Luther King Jr Blvd,,Bronx,10452,718-681-9300,http://www.samaritanvillage.org,40.842722,-73.9259926,1,,1,1,,,1,,,1,1,,1,1,,,,,1
Life Recovery Center,MSW IP,1285 Fulton Avenue,3rd Floor,Bronx,10456,718-518-3736,http://www.bronxcare.org/highlights/latest-news/life-recovery-center/,40.832127,-73.903936,1,,1,1,,1,,,,,1,,1,1,,1,,1,
Nassau Alternative Advocacy Prog Inc,Substance Treatment and Court Services,151 Herricks Road,Suite 102,New Hyde Park,11040,516-741-3110,http://www.nassaualternativecounseling.org,40.7413068,-73.6553603,1,,,1,,1,,,,,1,1,,1,,1,,,
Long Island Consultation Center Inc,,91-31 Queens Boulevard,,Elmhurst,11373,718-896-3400,http://longislandconsultationcenter.com,40.7336569,-73.8693423,,,1,1,,1,,,,,,1,1,1,1,1,,,
Lifespire Inc Lifespire SPAN,Personal Recovery Oriented Service,18410 Jamaica Avenue,5th Floor,Hollis,11423,718-454-6940,,40.7089,-73.774585,,,1,1,,,,,,,,,1,1,1,,,,
Mental Hlth Providers of Wn Queens Inc,Western Queens Consultation Center,4404 Queens Boulevard,2nd Floor,Sunnyside,11104,718-706-1663,http://www.mhpwq.org,40.743366,-73.91924,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
LI Jewish Med Ctr Zucker Hillside,Div/Adult Partial Hospitalization Prog,75-59 263rd Street,Ambulatory Care Pavillion,Glen Oaks,11004,718-470-8130,http://www.nslij.com,40.7507078,-73.7118231,,,1,1,,1,,,,,,,1,1,,1,,,
NYC/HHC Harlem Hospital Center,Division of Child and Adolescent Psych,Samuel Kountz Pavilion,15 West 136th Street 5th Floor,New York,10037,212-939-3368,,40.814037,-73.937452,,,,1,,1,,,,,,1,,,,1,,,
Institute Center for Counseling at,Walton,1894 Walton Avenue,2nd Floor,Bronx,10453,718-583-2508,http://www.institute.org,40.84961,-73.909025,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Catholic Charities Neighborhood Servs,Behavioral Health Center/Corona,91-14 37th Avenue,1st and 2nd Floors,Jackson Heights,11372,718-779-1600,http://ccbq.org,40.7505543,-73.8754072,,,1,1,,1,,,,,,1,1,1,1,1,,,
Beth Israel Medical Center,MMTP Clinic 3G,429 2nd Avenue,3rd Floor,New York,10010,212-726-6823,http://www.wehealny.org,40.739149,-73.980275,1,,1,1,1,1,,,,,,1,1,1,1,,,,
Elmcor Youth and Adult Activities Inc,Residential,107-20 Northern Boulevard,,Corona,11368,718-651-0096-202,http://www.Elmcor.org,40.757747,-73.861609,1,1,,1,1,1,,,,1,1,,1,1,1,,,,1
MH Providers of Western Queens Inc,Western Queens Recovery Services OP,62-07 Woodside Avenue,4th Floor,Woodside,11377,718-898-5085,http://www.mhpwq.org,40.744721,-73.902259,1,,,1,,1,,,,,,,,1,,1,,,
START,Clinic 21/Starting Point OTP,119-121 West 124th Street,,New York,10027,212-932-2676-7244,http://www.startny.org,40.8076669,-73.9467981,1,,,1,,,,,,,,,1,1,,,,,
Asian Community Alcohol Counseling,Asian American Mental Health,39-01 Main Street,Suite 508,Flushing,11354,718-445-0111,,40.760122,-73.830181,,,,,1,1,,,,,,1,1,1,1,,,,
Community Healthcare Network,Dr Betty Shabbazz Health Center,999 Blake Avenue,,Brooklyn,11208,(718) 277-8303,http://www.chnnyc.org,40.669979,-73.881314,,,1,1,,1,,,,,,,1,1,1,1,,,
Child Center of NY Inc,Elmhurst Clinic Asian Outreach Program,81-14 Queens Boulevard,,Elmhurst,11373,718-899-9810x200,http://www.childcenterny.org,40.737222,-73.881749,,,,1,,1,1,,,1,,1,1,1,,1,,,
Mount Sinai Medical Center,Psychiatric Continuing Day Treatment,1 Gustave L Levy Place,Box 1268,New York,10029,212-241-6111,,40.790058,-73.95386,1,1,1,1,,,,,,,,,1,1,1,,,,
Jewish Board,Coney Island Counseling Center,2928 West 36th Street,2nd Floor,Brooklyn,11224,718-372-3300,http://www.jbfcs.org,40.5742381,-74.0019493,,,1,1,,1,1,,,,,1,1,1,1,,,,
Camelot of Staten Island Inc,CD Outpatient Program,263 Port Richmond Avenue,,Staten Island,10302,718-981-8117,http://www.camelotcounseling.com,40.634883,-74.135406,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Richmond Medical Ctr,DBA Richmond UMC/West Brighton Clinic,690 Castleton Avenue,,Staten Island,10310,718-876-4040,http://www.rumcsi.org,40.6345351,-74.1057765,,,1,1,,1,,,,,,,1,1,1,1,,,
NYS Psychiatric Institute,Wash Heights Comm Servs Inwood Clinic,26 Sherman Avenue,,New York,10040,212-942-8500,http://nyspi.org/nyspi/patients-and-families/inwood-clinic,40.8629898,-73.9284506,,,1,1,,1,,,,,,,,1,1,1,,,
Metropolitan Center for Mental Health,,160 West 86th Street,,New York,10024,212-362-8755,,40.787184,-73.974453,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
